ID,Country,Region,City,Chinese Name
5067,India,West Bengal,Bardhaman,Not Found
5068,Russian Federation,Rostov Oblast,Bataysk,巴泰斯克
5069,Brazil,Pernambuco,Recife,珀南布科(雷西費)
5070,Japan,Tokyo,Toshima,利島
5071,Japan,Okinawa Prefecture,Ishigaki,石垣
5072,Japan,Okinawa Prefecture,Miyakojima,Not Found
5073,Russian Federation,Kaluga Oblast,Малоярославец,Not Found
5074,Philippines,Negros Occidental,Bacolod,巴科羅德
5075,-,-,-,
5076,Germany,Bremen,Bremerhaven,不來梅港(威瑟蒙德)
5077,-,-,-,
5078,Iraq,Sulaymaniyah,Suleimaniyah,Not Found
5079,Mozambique,Manica,Inchope,Not Found
5080,Congo-Kinshasa,Bandundu,Kenge,Not Found
5081,United Kingdom,Northern Ireland,Newry,紐里
5082,-,-,-,
5083,-,-,-,
5084,-,-,-,
5085,India,Chhattisgarh,Raipur,來浦
5086,Japan,Tokyo,Bunkyo,Not Found
5087,Madagascar,-,-,
5088,-,-,-,
5089,Japan,Hyogo Prefecture,Aioi,相生
5090,Egypt,Damietta Governorate,New Damietta,Not Found
5091,-,-,-,
5092,-,-,-,
5093,Italy,Emilia-Romagna,Bologna,波隆納(波隆尼亞)
5094,Congo-Kinshasa,Orientale,Bambesa,Not Found
5095,Equatorial Guinea,Centro Sur Province,Evinayong,Not Found
5096,Equatorial Guinea,Wele-Nzas Province,Mongomo,Not Found
5097,-,-,-,
5098,-,-,-,
5099,The Netherlands,Utrecht,Amersfoort,阿麥斯福
5100,-,-,-,
5101,-,-,-,
5102,-,-,-,
5103,-,-,-,
5104,-,-,-,
5105,-,-,-,
5106,Angola,Lunda Norte,Lucapa,Not Found
5107,Angola,Cuando Cubango,Menongue,梅農圭(塞帕平托)
5108,Angola,Zaire,M'banza Congo,木班札剛果(聖薩爾瓦多)
5109,Angola,Bengo,Caxito,卡西托
5110,Angola,Cuanza Norte,N'dalatando,Not Found
5111,-,-,-,
5112,Japan,Saitama,Niiza,新座
5113,Japan,Saitama,Ageo,上尾
5114,Uruguay,Tacuarembó,Paso de los Toros,帕索托羅斯
5115,Colombia,Bogota,Bogota,波哥大
5116,Senegal,-,-,
5117,Japan,Fukuoka Prefecture,Kasuga,春日
5118,Brazil,São Paulo,Santo André,聖安德烈角
5119,Japan,Ibaraki,Shimotsuma,下妻
5120,Vietnam,Lang Son province,Lạng Sơn,諒山
5121,Malaysia,Sabah,Tawau,斗湖
5122,Malaysia,-,-,
5123,Colombia,Córdoba,Montería,蒙特里亞
5124,China,Inner Mongolia,Ulan Hot,Not Found
5125,Russian Federation,Dagestan,Kizlyar,基茲里阿
5126,-,-,-,
5127,Iran,Razavi Khorasan,Kashmar,土爾夕玆(卡什馬爾)
5128,-,-,-,
5129,-,-,-,
5130,-,-,-,
5131,-,-,-,
5132,Philippines,Cotabato,Malasila,Not Found
5133,Philippines,Cotabato,Magpet,Not Found
5134,Philippines,Cotabato,President Roxas,Not Found
5135,Japan,Mie Prefecture,Kuwana,桑名
5136,Philippines,Davao del Sur,Digos City,Not Found
5137,Spain,Castile and León,Zamora,札摩拉
5138,Japan,Iwate,Ichinoseki,一關
5139,Japan,Iwate,Oshu,Not Found
5140,Japan,Iwate,Rikuzen Takata,Not Found
5141,Japan,Iwate,Tono,遠野
5142,Japan,Iwate,Ofunato,大船渡
5143,Japan,Iwate,Kamaishi,釜石
5144,Japan,Iwate,Miyako,宮古
5145,Japan,Kōchi Prefecture,Sukumo,宿毛
5146,Japan,Kōchi Prefecture,Tosa-Shimizu,土佐清水
5147,Japan,Kōchi Prefecture,Shimanto,Not Found
5148,Japan,Ehime Prefecture,Seiyo,Not Found
5149,Japan,Ehime Prefecture,Uwajima,宇和島
5150,Japan,Ehime Prefecture,Iyo,伊予
5151,Japan,Ehime Prefecture,Ozu,大洲
5152,Japan,Ehime Prefecture,Yawatahama,八幡濱
5153,Japan,Kagawa Prefecture,Mitoyo,三豊
5154,Japan,Kagawa Prefecture,Zentsūji,Not Found
5155,Japan,Kagawa Prefecture,Kan'onji,Not Found
5156,Japan,Wakayama Prefecture,Shingu,新宮
5157,Japan,Mie Prefecture,Kumano,熊野
5158,Japan,Mie Prefecture,Owase,尾鷲
5159,Japan,Wakayama Prefecture,Gobo,御坊
5160,Japan,Wakayama Prefecture,Tanabe,田邊
5161,-,-,-,
5162,-,-,-,
5163,-,-,-,
5164,-,-,-,
5165,-,-,-,
5166,-,-,-,
5167,-,-,-,
5168,-,-,-,
5169,-,-,-,
5170,-,-,-,
5171,-,-,-,
5172,-,-,-,
5173,-,-,-,
5174,-,-,-,
5175,-,-,-,
5176,-,-,-,
5177,-,-,-,
5178,-,-,-,
5179,-,-,-,
5180,-,-,-,
5181,-,-,-,
5182,-,-,-,
5183,-,-,-,
5184,-,-,-,
5185,-,-,-,
5186,-,-,-,
5187,-,-,-,
5188,-,-,-,
5189,-,-,-,
5190,-,-,-,
5191,-,-,-,
5192,-,-,-,
5193,-,-,-,
5194,-,-,-,
5195,-,-,-,
5196,-,-,-,
5197,-,-,-,
5198,-,-,-,
5199,-,-,-,
5200,-,-,-,
5201,-,-,-,
5202,-,-,-,
5203,-,-,-,
5204,-,-,-,
5205,-,-,-,
5206,-,-,-,
5207,-,-,-,
5208,-,-,-,
5209,-,-,-,
5210,-,-,-,
5211,-,-,-,
5212,-,-,-,
5213,-,-,-,
5214,-,-,-,
5215,-,-,-,
5216,-,-,-,
5217,-,-,-,
5218,-,-,-,
5219,-,-,-,
5220,-,-,-,
5221,-,-,-,
5222,-,-,-,
5223,-,-,-,
5224,-,-,-,
5225,-,-,-,
5226,-,-,-,
5227,-,-,-,
5228,-,-,-,
5229,-,-,-,
5230,-,-,-,
5231,-,-,-,
5232,-,-,-,
5233,-,-,-,
5234,-,-,-,
5235,-,-,-,
5236,-,-,-,
5237,-,-,-,
5238,-,-,-,
5239,-,-,-,
5240,-,-,-,
5241,-,-,-,
5242,-,-,-,
5243,-,-,-,
5244,-,-,-,
5245,-,-,-,
5246,-,-,-,
5247,-,-,-,
5248,-,-,-,
5249,-,-,-,
5250,-,-,-,
5251,-,-,-,
5252,-,-,-,
5253,-,-,-,
5254,-,-,-,
5255,-,-,-,
5256,-,-,-,
5257,-,-,-,
5258,-,-,-,
5259,-,-,-,
5260,-,-,-,
5261,-,-,-,
5262,-,-,-,
5263,-,-,-,
5264,-,-,-,
5265,-,-,-,
5266,-,-,-,
5267,-,-,-,
5268,-,-,-,
5269,-,-,-,
5270,-,-,-,
5271,-,-,-,
5272,-,-,-,
5273,-,-,-,
5274,-,-,-,
5275,-,-,-,
5276,-,-,-,
5277,-,-,-,
5278,-,-,-,
5279,Japan,Kōchi Prefecture,Susaki,須崎
5280,Japan,Kōchi Prefecture,Tosa,土佐
5281,Japan,Kōchi Prefecture,Nankoku,南國
5282,-,-,-,
5283,-,-,-,
5284,Japan,Tottori Prefecture,Kurayoshi,倉吉
5285,Japan,Tottori Prefecture,Tottori,Not Found
5286,-,-,-,
5287,-,-,-,
5288,-,-,-,
5289,-,-,-,
5290,-,-,-,
5291,Japan,Yamaguchi,Nagato,長門
5292,Japan,Yamaguchi,Hagi,Not Found
5293,Japan,Shimane,Masuda,益田
5294,-,-,-,
5295,-,-,-,
5296,Japan,Yamaguchi,Shimonoseki,下關
5297,Japan,Yamaguchi,Ube,宇部
5298,Japan,Yamaguchi,Hōfu,防府
5299,Japan,Yamaguchi,Yamaguchi,山口
5300,Mexico,Chihuahua,Ciudad Juárez,華雷斯城
5301,Japan,Okayama Prefecture,Kasaoka,笠岡
5302,Japan,Okayama Prefecture,Ibara,井原
5303,Malaysia,Pahang,Kuantan,關丹
5304,Japan,Kagoshima Prefecture,Ibusuki,指宿
5305,Japan,Oita,Saiki,佐伯
5306,Japan,Nagano,Omachi,大町
5307,Japan,Nagano,Ina,伊那
5308,Japan,Nagano,Iida,飯田
5309,Japan,Nagano,Komagane,Not Found
5310,Japan,Nagano,Okaya,岡谷
5311,Japan,Nagano,Shiojiri,鹽尻
5312,Japan,Nagano,Suwa,諏訪
5313,Japan,Nagano,Chino,奇諾
5314,Japan,Nagano,Azumino,Not Found
5315,Japan,Nagano,Chikuma,Not Found
5316,Japan,Nagano,Saku,佐久
5317,Japan,Nagano,Ueda,上田
5318,Japan,Nagano,Komoro,小諸
5319,Japan,Nagano,Tomi,Not Found
5320,Japan,Nagano,Nagano,長野
5321,Japan,Nagano,Suzaka,須坂
5322,Japan,Nagano,Nakano,中野
5323,Japan,Nagano,Iiyama,飯山
5324,Japan,Okayama Prefecture,Okayama,Not Found
5325,Japan,Okayama Prefecture,Kurashiki,倉敷
5326,Colombia,Putumayo,Mocoa,莫可亞
5327,Colombia,Meta,Villavicencio,維雅維申休
5328,Colombia,Boyacá,Tunja,屯哈
5329,Colombia,Caquetá,Florencia,弗羅倫西亞
5330,Colombia,Norte de Santander,Cúcuta,古庫塔
5331,Colombia,Valle del Cauca,El Cerrito,瑟利托
5332,-,-,-,
5333,Iran,Bushehr,borazjan,波拉士然
5334,Iran,Bushehr,Bandar Ganaveh,Not Found
5335,Iran,Mazandaran,Ghaem Shahr,Not Found
5336,Peru,Ica,San Juan de Marcona,Not Found
5337,Japan,Okayama Prefecture,Niimi,新見
5338,Madagascar,-,-,
5339,-,-,-,
5340,Russian Federation,Ulyanovsk Oblast,Ulyanovsk,烏梁諾夫斯克
5341,Japan,Aichi,Ama,Not Found
5342,Japan,Tokyo,Itabashi,Not Found
5343,Japan,Tokyo,Suginami,Not Found
5344,Japan,Tokyo,Sumida,Not Found
5345,Japan,Tokyo,Edogawa,Not Found
5346,Japan,Tokyo,Katsushika,Not Found
5347,Japan,Hyogo Prefecture,Yabu,Not Found
5348,Japan,Hyogo Prefecture,Takarazuka,寶塚
5349,Japan,Hyogo Prefecture,Sumoto,洲本
5350,Japan,Hyogo Prefecture,Kawanishi,川西
5351,Japan,Hyogo Prefecture,Asago,朝來
5352,Japan,Hyogo Prefecture,Miki,三木
5353,Japan,Hyogo Prefecture,Sanda,三田
5354,Japan,Hyogo Prefecture,Kakogawa,加古川
5355,Japan,Hyogo Prefecture,Sasayama,篠山
5356,Japan,Hyogo Prefecture,Amagasaki,尼崎
5357,Japan,Hyogo Prefecture,Ono,小野
5358,Japan,Hyogo Prefecture,Ako,赤穗
5359,Japan,Hyogo Prefecture,Kato,下阿海亞
5360,Japan,Hyogo Prefecture,Tatsuno,Not Found
5361,Japan,Hyogo Prefecture,Kasai,卡賽河
5362,Japan,Hyogo Prefecture,Nishinomiya,西宮
5363,Japan,Hyogo Prefecture,Akashi,明石
5364,Japan,Hyogo Prefecture,Shiso,Not Found
5365,Japan,Hyogo Prefecture,Awaji,淡路島
5366,Japan,Hyogo Prefecture,Tamba,東巴達巴杜
5367,Japan,Hyogo Prefecture,Kobe,神戶
5368,Japan,Hyogo Prefecture,Itami,伊丹
5369,Japan,Hyogo Prefecture,Minamiawaji,Not Found
5370,Japan,Hyogo Prefecture,Takasago,高砂
5371,Japan,Hyogo Prefecture,Himeji,姬路
5372,-,-,-,
5373,Japan,Hyogo Prefecture,Nishiwaki,Not Found
5374,Japan,Hyogo Prefecture,Toyooka,豐岡
5375,Japan,Hyogo Prefecture,Ashiya,蘆屋
5376,Japan,Tokyo,Koto,江東
5377,Japan,Tokyo,Kita,基塔
5378,India,Uttar Pradesh,Saharanpur,沙哈蘭浦
5379,Albania,-,-,
5380,Iran,Gilan,Siahkal,Not Found
5381,Iran,Mazandaran,Tonekabon,Not Found
5382,Kazakhstan,Mangystau Province,Aktau,阿克陶
5383,China,Chongqing,Chongqing,Not Found
5384,-,-,-,
5385,Japan,Fukushima,Soma,索馬
5386,Japan,Fukushima,Tamura,Not Found
5387,Japan,Fukushima,Kitakata,北方
5388,Japan,Fukushima,Nihonmatsu,二本松
5389,Japan,Fukushima,Sukagawa,須賀川
5390,Japan,Fukushima,Iwaki,岩木
5391,Japan,Fukushima,Motomiya,Not Found
5392,Japan,Fukushima,Shirakawa,白川
5393,Japan,Fukushima,Aizu-Wakamatsu,會津若松
5394,Japan,Fukushima,Koriyama,安積(郡山)
5395,Japan,Fukushima,Minamisoma,Not Found
5396,Japan,Fukushima,Fukushima,福島
5397,Japan,Aomori,Kuroishi,黑石
5398,Japan,Aomori,Tsugaru,津輕半島
5399,Japan,Aomori,Goshogawara,五所川原
5400,Japan,Aomori,Hirosaki,弘前
5401,Japan,Aomori,Towada,十和田
5402,Japan,Aomori,Mutsu,陸奧
5403,Japan,Aomori,Hirakawa,Not Found
5404,Japan,Aomori,Hachinohe,八戶
5405,Japan,Aomori,Aomori,青森
5406,Japan,Aomori,Misawa,三澤
5407,-,-,-,
5408,-,-,-,
5409,Japan,Ibaraki,Inashiki,Not Found
5410,The Bahamas,-,-,
5411,Ghana,Greater Accra Region,Tema,特馬
5412,Japan,Ibaraki,Mito,水戶
5413,Indonesia,North Sumatra,Tanjungbalai,丹戎峇禮
5414,Indonesia,North Sumatra,Pematangsiantar,Not Found
5415,Japan,Ibaraki,Kasama,卡沙馬
5416,Japan,Ibaraki,Omitama,Not Found
5417,Japan,Ibaraki,Ishioka,石岡
5418,Israel,South District,Beer Sheva,俾什瓦乾河
5419,United Kingdom,Wales,Cardiff,加地夫
5420,Japan,Miyazaki Prefecture,Nichinan,日南
5421,Japan,Miyazaki Prefecture,Hyuga,日向
5422,Japan,Miyazaki Prefecture,Kobayashi,小林
5423,Japan,Miyazaki Prefecture,Ebino,Not Found
5424,Japan,Miyazaki Prefecture,Kushima,串間
5425,Japan,Miyazaki Prefecture,Miyazaki,宮崎
5426,Japan,Miyazaki Prefecture,Miyakonojo,都城
5427,Japan,Miyazaki Prefecture,Saito,西都
5428,Japan,Miyazaki Prefecture,Nobeoka,延岡
5429,-,-,-,
5430,Japan,Kagoshima Prefecture,Nishinoomote,西之表
5431,Japan,Kagoshima Prefecture,Hioki,Not Found
5432,Japan,Kagoshima Prefecture,Minamikyūshū,Not Found
5433,Japan,Kagoshima Prefecture,Makurazaki,枕崎
5434,Japan,Kagoshima Prefecture,Minamisatsuma,Not Found
5435,Japan,Kagoshima Prefecture,Tarumizu,垂水
5436,Japan,Kagoshima Prefecture,Satsumasendai,Not Found
5437,Japan,Kagoshima Prefecture,Isa,伊沙
5438,Japan,Kagoshima Prefecture,Ichikikushikino,Not Found
5439,Japan,Kagoshima Prefecture,Kirishima,Not Found
5440,Japan,Kagoshima Prefecture,Akune,阿久根
5441,Japan,Kagoshima Prefecture,Izumi,出水
5442,Japan,Kagoshima Prefecture,Shibushi,志布志
5443,Japan,Kagoshima Prefecture,Kanoya,鹿屋
5444,Japan,Kagoshima Prefecture,Soo,蘇運河(蘇聖馬利運河)
5445,Japan,Kumamoto,Yatsushiro,八代
5446,Japan,Kumamoto,Uto,宇土
5447,Japan,Kumamoto,Kikuchi,菊池
5448,Japan,Kumamoto,Amakusa,天草
5449,Japan,Kumamoto,Aso,麻生
5450,Japan,Kumamoto,Arao,荒尾
5451,Japan,Kumamoto,Tamana,玉名
5452,Japan,Kumamoto,Hitoyoshi,人吉
5453,-,-,-,
5454,Japan,Kumamoto,Kōshi,加夫科希
5455,Japan,Kumamoto,Uki,Not Found
5456,Japan,Kumamoto,Kamiamakusa,Not Found
5457,Japan,Kumamoto,Yamaga,山鹿
5458,Japan,Kumamoto,Minamata,水俣
5459,Russian Federation,Chuvashia,Cheboksary,車波克沙里
5460,Japan,Ibaraki,Naka,Not Found
5461,Mexico,Durango,Guadalupe Victoria,Not Found
5462,-,-,-,
5463,Indonesia,Aceh,Langsa,朗沙
5464,Mexico,Coahuila,Monclova,蒙克洛瓦
5465,Japan,Hiroshima,Onomichi,尾道
5466,Japan,Ibaraki,Tsuchiura,土浦
5467,Japan,Miyagi,Ishinomaki,石卷
5468,Japan,Miyagi,Osaki,大崎
5469,Japan,Miyagi,Natori,名取
5470,Japan,Miyagi,Kurihara,Not Found
5471,Japan,Miyagi,Sendai,川內
5472,Japan,Miyagi,Tagajo,多賀城
5473,Japan,Miyagi,Higashimatsushima,Not Found
5474,Japan,Miyagi,Shiroishi,白石
5475,Japan,Miyagi,Iwanuma,岩沼
5476,Japan,Miyagi,Kesennuma,氣仙沼
5477,Japan,Miyagi,Shiogama,鹽竈
5478,Japan,Miyagi,Kakuda,角田
5479,Japan,Akita,Noshiro,能代
5480,Japan,Akita,Yurihonjo,Not Found
5481,Japan,Akita,Yokote,橫手
5482,Japan,Akita,Daisen,大山
5483,Japan,Akita,Nikaho,仁賀保
5484,Japan,Akita,Katagami,Not Found
5485,Japan,Akita,Odate,大館
5486,Japan,Akita,Akita,秋田
5487,Japan,Akita,Senboku,Not Found
5488,Japan,Akita,Kazuno,鹿角
5489,Japan,Akita,Oga,男鹿
5490,Japan,Akita,Kitaakita,Not Found
5491,Japan,Yamagata,Murayama,Not Found
5492,Japan,Yamagata,Higashine,東根
5493,Japan,Yamagata,Kaminoyama,上山
5494,-,-,-,
5495,Japan,Yamagata,Sagae,寒河江
5496,Japan,Yamagata,Tendo,Not Found
5497,Japan,Yamagata,Obanazawa,尾花澤
5498,Japan,Yamagata,Tsuruoka,鶴岡
5499,Japan,Yamagata,Nanyo,Not Found
5500,Japan,Yamagata,Yamagata,山形
5501,Japan,Yamagata,Shinjo,新庄
5502,Japan,Niigata,Kashiwazaki,柏崎
5503,Japan,Niigata,Shibata,柴田
5504,Japan,Niigata,Gosen,五泉
5505,Japan,Niigata,Murakami,村上
5506,Japan,Niigata,Kamo,加茂
5507,Japan,Niigata,Joetsu,Not Found
5508,-,-,-,
5509,Japan,Niigata,Tsubame,Not Found
5510,Japan,Niigata,Agano,阿賀野川
5511,Japan,Niigata,Uonuma,Not Found
5512,Japan,Niigata,Sado,蛇島
5513,Japan,Niigata,Niigata,新潟
5514,Japan,Niigata,Tainai,Not Found
5515,Japan,Niigata,Mitsuke,見附
5516,Japan,Niigata,Ojiya,小千谷
5517,Japan,Niigata,Minamiuonuma,六日町(南魚沼)
5518,Japan,Niigata,Tokamachi,Not Found
5519,Japan,Niigata,Itoigawa,糸魚川
5520,Japan,Niigata,Nagaoka,Not Found
5521,Japan,Niigata,Sanjo,三條
5522,Japan,Niigata,Myoko,妙高
5523,Japan,Ibaraki,Hitachinaka,Not Found
5524,-,-,-,
5525,Japan,Iwate,Hachimantai,八幡平
5526,Japan,Iwate,Ninohe,二戶
5527,-,-,-,
5528,Mexico,Aguascalientes,Aguascalientes,阿瓜卡連
5529,India,Bihar,Darbhanga,達班加
5530,The Netherlands,Gelderland,Ede,埃德
5531,China,Sichuan,Xichang,Not Found
5532,Mexico,Durango,El Salto,沙爾托
5533,Ecuador,Provincia El Oro,Machala,馬恰拉
5534,Japan,Ibaraki,Hitachiota,常陸太田
5535,Japan,Fukui Prefecture,Fukui,福井
5536,Japan,Toyama,Himi,冰見
5537,Japan,Ishikawa Prefecture,Nanao,七尾
5538,Japan,Ishikawa Prefecture,Wajima,輪島
5539,Japan,Ishikawa Prefecture,Suzu,珠洲
5540,Japan,Toyama,Kurobe,黑部
5541,Japan,Toyama,Uozu,魚津
5542,Japan,Toyama,Toyama,富山
5543,Japan,Toyama,Takaoka,高崗
5544,Japan,Fukui Prefecture,Obama,小濱
5545,Japan,Toyama,Tonami,礪波
5546,Japan,Ishikawa Prefecture,Komatsu,小松
5547,Japan,Toyama,Nanto,Not Found
5548,Japan,Fukui Prefecture,Tsuruga,敦賀
5549,-,-,-,
5550,Japan,Shizuoka,Kikugawa,菊川
5551,Japan,Shizuoka,Yaizu,燒津
5552,Japan,Shizuoka,Fujieda,藤枝
5553,Japan,Shizuoka,Mishima,三島
5554,Japan,Shizuoka,Shimada,島田
5555,Japan,Shizuoka,Numazu,沼津
5556,Japan,Shizuoka,Fujinomiya,富士宮
5557,-,-,-,
5558,Japan,Shizuoka,Hamamatsu,濱松
5559,Japan,Shizuoka,Fuji,富士
5560,-,-,-,
5561,-,-,-,
5562,Japan,Shizuoka,Shizuoka,靜岡
5563,Spain,Galicia,Pontevedra,朋提威德拉
5564,China,Guangdong,Wuchuan,Not Found
5565,China,Guangdong,Maoming,Not Found
5566,Egypt,Matrouh Governorate,El Alamein,阿來曼
5567,Egypt,Minya Governate,Al-Minya,Not Found
5568,Japan,Ibaraki,Tsukuba,筑波
5569,Egypt,Faiyum Governorate,Faiyum,費尤母
5570,Egypt,Beni Suef Governorate,Beni Suef,拜尼蘇威夫
5571,Egypt,Qalyubia Governorate,Shubra al Khayma,Not Found
5572,Egypt,Ismailia Governorate,Al Ismailiya,Not Found
5573,Egypt,North Sinai Governorate,Al Arish,阿里什
5574,Egypt,Al Sharqia Governorate,10th of Ramadan City,Not Found
5575,Poland,Łódź Voivodeship,Piotrków Trybunalski,Not Found
5576,-,-,-,
5577,Japan,Tokyo,Kodaira,小平
5578,Uganda,Central Region,Kampala,康培拉
5579,Japan,Ibaraki,Kasumigaura,霞浦
5580,Japan,Saga Prefecture,Kanzaki,神埼
5581,Cayman Islands,-,-,
5582,China,Shanghai,Shanghai,Not Found
5583,India,Gujarat,Gandhinagar,Not Found
5584,Iran,Khuzestan,Ramhormoz,藍荷莫茲
5585,Iran,Khuzestan,Behbahan,Not Found
5586,Georgia,Autonomous Republic of Abkhazia,Sukhum,Not Found
5587,Mexico,Jalisco,Tepatitlán de Morelos,Not Found
5588,Iran,Fars,Firuzabad,非魯札巴德
5589,Venezuela,Falcón,Punto Fijo,Not Found
5590,Venezuela,Zulia,San Francisco,聖夫蘭西斯科
5591,Jordan,-,-,
5592,Jordan,-,-,
5593,Lebanon,Qada Sour,Tyre,蘇爾(提爾)
5594,Iran,Kohgiluyeh and Boyer-Ahmad,Gachsaran,加治沙蘭
5595,Benin,Donga,Ouaké,Not Found
5596,Chad,Logone Occidental,Moundou,蒙杜
5597,-,-,-,
5598,India,West Bengal,Durgapur,杜加浦
5599,Iran,Fars,Arsanjan,阿善占
5600,Iran,Fars,Kazerun,卡則倫
5601,Iran,Lorestan,Aligudarz,阿里古達茲
5602,Iran,Kermanshah,Gilan-e Gharb,Not Found
5603,Iran,Lorestan,Pol Dokhtar,Not Found
5604,Iran,Kurdistan,Marivan,Not Found
5605,Japan,Saitama,Konosu,鴻巢
5606,Japan,Saitama,Kazo,加須
5607,Japan,Saitama,Okegawa,桶川
5608,Japan,Saitama,Kitamoto,北本
5609,Iran,Hamadan,Toyserkan,Not Found
5610,Iran,Zanjan,Abhar,阿卜黑爾
5611,Iran,Hamadan,Nahavand,奈哈萬德
5612,Iran,Sistan and Baluchestan,Saravan,沙拉凡
5613,Japan,Saitama,Fukaya,深谷
5614,Japan,Saitama,Honjō,本庄
5615,Japan,Saitama,Higashimatsuyama,東松山
5616,Iran,Tehran,Rey,阿拉雷
5617,Iran,Tehran,Nasimshahr,Not Found
5618,-,-,-,
5619,United States of America,New Jersey,Mount Olive,蒙歐利夫
5620,France,Brittany,Brest,佩斯特
5621,-,-,-,
5622,Venezuela,Estado Delta Amacuro,Tucupita,土庫匹塔
5623,Iran,Ardabil,Germi,Not Found
5624,Iran,Ardabil,Meshginshahr,Not Found
5625,-,-,-,
5626,Japan,Yamaguchi,Shunan,Not Found
5627,Japan,Yamaguchi,Kudamatsu,下松
5628,Japan,Yamaguchi,Hikari,Not Found
5629,Bulgaria,-,-,
5630,Iran,Bushehr,Ahram,艾赫拉母
5631,United States of America,United States Virgin Islands,Frederiksted,非德里斯提德
5632,United States of America,United States Virgin Islands,Christiansted,克里欣斯提德
5633,Mexico,Mexico,Chimalhuacán,Not Found
5634,China,Hainan,Sanya,Not Found
5635,United Arab Emirates,Sharjah,Sharjah,沙里卡(沙爾加)
5636,Serbia,-,-,
5637,Pakistan,Khyber Pakhtunkhwa,Tangi,Not Found
5638,-,-,-,
5639,Japan,Saitama,Misato,三鄉
5640,Japan,Ishikawa Prefecture,Hakui,羽咋
5641,Indonesia,Central Kalimantan,Palangka Raya,Not Found
5642,Japan,Saitama,Sakado,坂戶
5643,Japan,Saitama,Tsurugashima,Not Found
5644,Japan,Saitama,Sayama,狹山
5645,Japan,Saitama,Tokorozawa,所澤
5646,Japan,Saitama,Iruma,入間
5647,Japan,Saitama,Fujimino,Not Found
5648,Japan,Saitama,Fujimi,富士見
5649,Japan,Saitama,Shiki,志木
5650,France,-,-,
5651,Japan,Saitama,Satte,Not Found
5652,Japan,Saitama,Kasukabe,春日部
5653,Japan,Saitama,Hasuda,蓮田
5654,Japan,Saitama,Yoshikawa,Not Found
5655,Japan,Saitama,Soka,草加
5656,Japan,Saitama,Yashio,八潮
5657,Japan,Saitama,Koshigaya,越谷
5658,Japan,Saitama,Kawaguchi,川口
5659,Japan,Saitama,Toda,戶田
5660,Japan,Saitama,Warabi,Not Found
5661,Mexico,Durango,Santiago Papasquiaro,聖地牙哥帕帕斯基亞羅
5662,Mexico,Jalisco,Arandas,阿藍達斯
5663,The Netherlands,Gelderland,Nijmegen,奈梅亨
5664,The Netherlands,North Brabant,Breda,布雷達
5665,The Netherlands,South Holland,Zoetermeer,祖特米爾
5666,The Netherlands,Drenthe,Emmen,恩門
5667,United States of America,Wisconsin,Milwaukee,密爾瓦基(密爾沃基)
5668,-,-,-,
5669,United States of America,California,Huntington Beach,亨丁頓比奇
5670,Uruguay,Rivera,Rivera,里維拉
5671,Sri Lanka,Central Province,Kandy,坎地
5672,Iran,Isfahan,Semirom,Not Found
5673,-,-,-,
5674,Belgium,Wallonia,Mons,蒙斯
5675,Philippines,Bulacan,Malolos,馬洛洛斯
5676,-,-,-,
5677,Venezuela,Distrito Capital,Caracas,卡拉卡斯
5678,Zambia,Muchinga,Mpika,Not Found
5679,Japan,Saga Prefecture,Takeo,武雄
5680,-,-,-,
5681,Colombia,Risaralda,Pereira,佩雷拉
5682,Russian Federation,Udmurt Republic,Глазов,Not Found
5683,-,-,-,
5684,Congo-Brazzaville,Cuvette,Makoua,馬夸
5685,Congo-Brazzaville,Lékoumou,Sibiti,西比提
5686,Congo-Brazzaville,Plateaux,Djambala,占巴拉
5687,Cameroon,South,Ebolowa,厄波羅瓦
5688,Tanzania,Morogoro,Mkuyuni,Not Found
5689,Tanzania,Morogoro,Matombo,Not Found
5690,Pakistan,Sindh,Mehrabpur,Not Found
5691,-,-,-,
5692,Indonesia,East Nusa Tenggara,Salura,Not Found
5693,Central African Republic,Ouham,Bossangoa,波松哥雅
5694,The Netherlands,North Holland,Hoofddorp,Not Found
5695,Spain,Catalonia,l'Hospitalet de Llobregat,Not Found
5696,Australia,South Australia,Adelaide,阿得雷德
5697,Turkey,Kocaeli,İzmit,科加厄利(伊茲密特)
5698,Uganda,-,-,
5699,Philippines,Batangas,Batangas City,Not Found
5700,Vietnam,Can Tho City,Can Tho,芹苴
5701,-,-,-,
5702,Philippines,Negros Occidental,Silay,西來
5703,Philippines,-,-,
5704,Philippines,Nueva Ecija,Palayan,Not Found
5705,Philippines,Pampanga,San Fernando,聖弗南多
5706,United Kingdom,England,Bristol,布里斯托
5707,Mexico,Veracruz,Xalapa,Not Found
5708,Philippines,Pangasinan,San Carlos City,Not Found
5709,China,Heilongjiang,Tahe,Not Found
5710,Philippines,Zamboanga del Norte,Dipolog,迪波洛
5711,Philippines,Zamboanga del Norte,Dapitan,達匹坦
5712,Philippines,Zamboanga del Sur,Pagadian,Not Found
5713,Philippines,-,-,
5714,Philippines,Misamis Occidental,Ozamiz,Not Found
5715,New Zealand,Southland,Invercargill,因弗卡吉爾
5716,Philippines,Capiz,Roxas City,Not Found
5717,Philippines,Lanao Del Sur,Marawi City,Not Found
5718,Philippines,Misamis Occidental,Oroquieta,Not Found
5719,Philippines,Agusan del Norte,Butuan,巴土安(武端)
5720,-,-,-,
5721,India,Maharashtra,Ulhasnagar,Not Found
